serviceType,vehicleMake,vehicleModel,vehicleYear,dayOfWeek,durationMinutes
Diagnostics,Hyundai,Venue,2008,THURSDAY,69
Battery Replacement,Honda,Amaze,2025,FRIDAY,35
Diagnostics,Kia,Sonet,2023,TUESDAY,52
General Inspection,Hyundai,Creta,2017,MONDAY,44
Battery Replacement,Ford,Figo,2025,FRIDAY,41
General Inspection,Maruti Suzuki,Ertiga,2025,SUNDAY,50
Oil Change,Ford,EcoSport,2021,MONDAY,32
Tire Replacement,Toyota,Innova,2022,WEDNESDAY,42
Diagnostics,Maruti Suzuki,Baleno,2014,SUNDAY,77
Transmission Service,Mahindra,Bolero,2021,TUESDAY,112
Tire Replacement,Hyundai,Venue,2025,WEDNESDAY,40
Transmission Service,Tata,Harrier,2017,WEDNESDAY,106
Engine Service,Maruti Suzuki,Baleno,2021,MONDAY,86
Wheel Alignment,Tata,Altroz,2015,TUESDAY,54
AC Repair,Ford,EcoSport,2026,SATURDAY,68
Wheel Alignment,Kia,Sonet,2022,MONDAY,46
General Inspection,Kia,Sonet,2019,THURSDAY,37
Diagnostics,Mahindra,Bolero,2008,SUNDAY,73
Diagnostics,Mahindra,XUV700,2025,THURSDAY,47
Tire Replacement,Kia,Seltos,2023,WEDNESDAY,45
Engine Service,Tata,Punch,2018,SATURDAY,120
Oil Change,Hyundai,i20,2022,MONDAY,36
Diagnostics,Ford,EcoSport,2021,TUESDAY,66
Battery Replacement,Toyota,Innova,2016,MONDAY,38
Brake Service,Tata,Nexon,2020,SATURDAY,70
Wheel Alignment,Honda,Amaze,2010,SATURDAY,71
General Inspection,Tata,Altroz,2024,SATURDAY,49
Diagnostics,Hyundai,i20,2018,SUNDAY,74
Battery Replacement,Ford,EcoSport,2015,THURSDAY,44
General Inspection,Maruti Suzuki,Swift,2018,WEDNESDAY,45
Battery Replacement,Tata,Nexon,2024,FRIDAY,36
Oil Change,Tata,Punch,2019,SATURDAY,39
AC Repair,Ford,EcoSport,2010,MONDAY,94
Battery Replacement,Maruti Suzuki,Brezza,2019,THURSDAY,37
Wheel Alignment,Maruti Suzuki,Baleno,2025,FRIDAY,56
Transmission Service,Toyota,Fortuner,2008,SUNDAY,170
Tire Replacement,Honda,Elevate,2020,WEDNESDAY,41
Oil Change,Honda,Amaze,2020,MONDAY,32
General Inspection,Hyundai,Venue,2018,TUESDAY,50
AC Repair,Kia,Sonet,2025,SATURDAY,85
General Inspection,Hyundai,i20,2008,WEDNESDAY,51
Tire Replacement,Hyundai,i20,2020,FRIDAY,49
AC Repair,Kia,Sonet,2010,SATURDAY,106
Engine Service,Tata,Harrier,2010,WEDNESDAY,124
Battery Replacement,Mahindra,Scorpio,2026,SATURDAY,44
General Inspection,Toyota,Fortuner,2021,SATURDAY,52
Tire Replacement,Maruti Suzuki,Brezza,2011,THURSDAY,52
Transmission Service,Hyundai,Venue,2013,MONDAY,145
Oil Change,Tata,Punch,2019,FRIDAY,34
Engine Service,Toyota,Innova,2019,TUESDAY,98
General Inspection,Hyundai,Venue,2021,WEDNESDAY,34
Engine Service,Maruti Suzuki,Ertiga,2026,SATURDAY,112
Brake Service,Hyundai,Verna,2026,TUESDAY,63
Brake Service,Tata,Harrier,2011,FRIDAY,73
Engine Service,Hyundai,i20,2008,TUESDAY,102
Oil Change,Ford,Figo,2020,TUESDAY,35
Oil Change,Kia,Seltos,2018,TUESDAY,40
AC Repair,Mahindra,Scorpio,2010,FRIDAY,81
Oil Change,Tata,Altroz,2024,MONDAY,33
AC Repair,Maruti Suzuki,Brezza,2017,SUNDAY,89
Engine Service,Ford,EcoSport,2019,TUESDAY,91
Wheel Alignment,Toyota,Fortuner,2015,THURSDAY,48
Tire Replacement,Honda,City,2008,THURSDAY,62
Oil Change,Honda,Elevate,2019,SATURDAY,41
Brake Service,Hyundai,Verna,2017,MONDAY,56
Tire Replacement,Honda,Amaze,2023,MONDAY,49
Wheel Alignment,Maruti Suzuki,Swift,2015,SUNDAY,62
Engine Service,Kia,Sonet,2022,SATURDAY,112
Battery Replacement,Kia,Seltos,2026,FRIDAY,38
Oil Change,Kia,Seltos,2015,WEDNESDAY,34
AC Repair,Mahindra,Scorpio,2022,WEDNESDAY,79
Tire Replacement,Maruti Suzuki,Baleno,2012,SUNDAY,58
General Inspection,Tata,Punch,2022,WEDNESDAY,40
AC Repair,Maruti Suzuki,Ertiga,2014,THURSDAY,78
General Inspection,Maruti Suzuki,Baleno,2017,SUNDAY,52
Transmission Service,Hyundai,Creta,2018,TUESDAY,139
Brake Service,Kia,Seltos,2017,WEDNESDAY,69
Battery Replacement,Hyundai,Verna,2022,FRIDAY,38
Diagnostics,Maruti Suzuki,Baleno,2011,MONDAY,61
Oil Change,Honda,City,2014,SUNDAY,34
General Inspection,Toyota,Innova,2008,MONDAY,51
Tire Replacement,Ford,EcoSport,2010,SUNDAY,60
Oil Change,Ford,EcoSport,2013,FRIDAY,34
AC Repair,Kia,Sonet,2008,THURSDAY,81
Tire Replacement,Tata,Harrier,2016,THURSDAY,48
Battery Replacement,Hyundai,Creta,2017,THURSDAY,35
Oil Change,Maruti Suzuki,Ertiga,2020,TUESDAY,34
AC Repair,Honda,Elevate,2024,TUESDAY,63
Oil Change,Kia,Sonet,2023,FRIDAY,29
Diagnostics,Mahindra,Bolero,2024,WEDNESDAY,54
Brake Service,Honda,City,2016,MONDAY,70
Diagnostics,Mahindra,Bolero,2015,TUESDAY,69
Wheel Alignment,Hyundai,Creta,2026,SUNDAY,59
AC Repair,Mahindra,XUV700,2013,TUESDAY,70
Brake Service,Hyundai,Venue,2026,FRIDAY,57
Battery Replacement,Honda,Amaze,2025,WEDNESDAY,36
Oil Change,Honda,Elevate,2015,MONDAY,35
Engine Service,Ford,EcoSport,2018,FRIDAY,105
Battery Replacement,Mahindra,XUV700,2008,TUESDAY,43
Transmission Service,Tata,Nexon,2024,SUNDAY,132
AC Repair,Maruti Suzuki,Ertiga,2017,WEDNESDAY,80
Battery Replacement,Tata,Punch,2023,SATURDAY,39
Engine Service,Mahindra,XUV700,2026,SUNDAY,112
Battery Replacement,Kia,Sonet,2017,TUESDAY,39
Transmission Service,Kia,Seltos,2013,FRIDAY,146
Brake Service,Honda,Elevate,2026,MONDAY,63
General Inspection,Honda,Amaze,2018,TUESDAY,43
General Inspection,Mahindra,Scorpio,2008,WEDNESDAY,49
Brake Service,Toyota,Innova,2008,MONDAY,80
AC Repair,Ford,Figo,2013,THURSDAY,74
Engine Service,Kia,Seltos,2023,SUNDAY,103
Transmission Service,Honda,City,2022,MONDAY,127
Oil Change,Mahindra,Scorpio,2011,MONDAY,35
Brake Service,Tata,Punch,2013,SATURDAY,93
General Inspection,Mahindra,Bolero,2023,SATURDAY,52
Oil Change,Kia,Seltos,2021,TUESDAY,34
Tire Replacement,Kia,Sonet,2017,WEDNESDAY,51
Tire Replacement,Maruti Suzuki,Swift,2020,FRIDAY,46
Oil Change,Mahindra,XUV700,2021,MONDAY,31
Wheel Alignment,Ford,EcoSport,2011,MONDAY,61
General Inspection,Ford,EcoSport,2017,SUNDAY,54
AC Repair,Ford,Figo,2016,MONDAY,74
Brake Service,Kia,Sonet,2013,THURSDAY,65
Oil Change,Toyota,Glanza,2022,WEDNESDAY,32
Oil Change,Tata,Nexon,2010,SATURDAY,43
Brake Service,Kia,Seltos,2025,MONDAY,67
AC Repair,Ford,EcoSport,2023,WEDNESDAY,62
General Inspection,Kia,Seltos,2024,FRIDAY,49
Transmission Service,Tata,Nexon,2022,TUESDAY,113
Battery Replacement,Honda,City,2012,MONDAY,32
AC Repair,Honda,Elevate,2012,SUNDAY,100
Transmission Service,Toyota,Glanza,2010,MONDAY,132
Brake Service,Toyota,Fortuner,2022,SUNDAY,73
Oil Change,Kia,Seltos,2021,TUESDAY,34
General Inspection,Maruti Suzuki,Swift,2017,SUNDAY,53
Engine Service,Mahindra,Scorpio,2016,THURSDAY,94
Diagnostics,Hyundai,Creta,2016,THURSDAY,56
Battery Replacement,Kia,Seltos,2020,WEDNESDAY,37
Diagnostics,Toyota,Glanza,2008,WEDNESDAY,63
Wheel Alignment,Toyota,Glanza,2023,SUNDAY,56
Tire Replacement,Tata,Harrier,2022,SUNDAY,50
Brake Service,Toyota,Fortuner,2021,FRIDAY,64
Tire Replacement,Kia,Sonet,2024,SUNDAY,48
Brake Service,Hyundai,Creta,2010,WEDNESDAY,69
Engine Service,Hyundai,Creta,2014,SUNDAY,104
Tire Replacement,Hyundai,Creta,2009,THURSDAY,57
Tire Replacement,Toyota,Glanza,2022,FRIDAY,51
AC Repair,Maruti Suzuki,Swift,2015,WEDNESDAY,72
Diagnostics,Mahindra,Scorpio,2013,SUNDAY,70
Wheel Alignment,Maruti Suzuki,Ertiga,2008,THURSDAY,68
Tire Replacement,Honda,Elevate,2015,SATURDAY,61
Tire Replacement,Toyota,Fortuner,2021,FRIDAY,58
Oil Change,Ford,EcoSport,2013,FRIDAY,37
Oil Change,Honda,Amaze,2017,SATURDAY,42
AC Repair,Kia,Sonet,2022,WEDNESDAY,71
Tire Replacement,Ford,Figo,2024,SUNDAY,46
Oil Change,Mahindra,Bolero,2017,WEDNESDAY,30
General Inspection,Ford,EcoSport,2018,WEDNESDAY,39
Wheel Alignment,Toyota,Innova,2012,FRIDAY,54
Tire Replacement,Hyundai,Verna,2018,SATURDAY,57
Diagnostics,Toyota,Glanza,2021,THURSDAY,59
AC Repair,Hyundai,Creta,2018,SATURDAY,86
Diagnostics,Mahindra,Bolero,2017,SUNDAY,59
Battery Replacement,Tata,Harrier,2011,THURSDAY,43
Engine Service,Tata,Harrier,2010,TUESDAY,111
Brake Service,Honda,Elevate,2017,THURSDAY,68
Wheel Alignment,Toyota,Glanza,2011,THURSDAY,55
Oil Change,Maruti Suzuki,Brezza,2014,FRIDAY,39
Engine Service,Toyota,Glanza,2009,SUNDAY,126
Battery Replacement,Tata,Altroz,2018,THURSDAY,46
Diagnostics,Tata,Harrier,2013,SUNDAY,69
General Inspection,Ford,Figo,2013,WEDNESDAY,46
Wheel Alignment,Honda,City,2026,SUNDAY,55
Battery Replacement,Ford,EcoSport,2012,FRIDAY,40
AC Repair,Ford,Figo,2008,MONDAY,86
Engine Service,Honda,Elevate,2019,MONDAY,109
Engine Service,Honda,City,2008,SATURDAY,113
Tire Replacement,Honda,Elevate,2019,WEDNESDAY,52
Transmission Service,Toyota,Innova,2010,SUNDAY,164
Oil Change,Toyota,Glanza,2022,SATURDAY,33
AC Repair,Tata,Harrier,2023,WEDNESDAY,71
Tire Replacement,Tata,Punch,2008,TUESDAY,55
Tire Replacement,Hyundai,Creta,2011,WEDNESDAY,66
Oil Change,Kia,Sonet,2025,FRIDAY,41
General Inspection,Hyundai,i20,2011,THURSDAY,51
Diagnostics,Kia,Seltos,2025,WEDNESDAY,53
Oil Change,Toyota,Glanza,2011,SATURDAY,41
Engine Service,Toyota,Fortuner,2012,THURSDAY,107
Transmission Service,Maruti Suzuki,Ertiga,2011,SUNDAY,151
General Inspection,Ford,EcoSport,2014,SUNDAY,50
Tire Replacement,Mahindra,Bolero,2021,WEDNESDAY,53
Battery Replacement,Hyundai,Verna,2014,SATURDAY,49
Oil Change,Hyundai,i20,2011,SUNDAY,38
Transmission Service,Ford,EcoSport,2010,SUNDAY,137
General Inspection,Toyota,Fortuner,2015,THURSDAY,45
Wheel Alignment,Toyota,Glanza,2009,MONDAY,63
Wheel Alignment,Mahindra,Bolero,2018,THURSDAY,45
General Inspection,Maruti Suzuki,Swift,2008,SUNDAY,56
Brake Service,Mahindra,Scorpio,2016,SATURDAY,84
General Inspection,Mahindra,Scorpio,2013,MONDAY,38
Wheel Alignment,Kia,Sonet,2021,SATURDAY,68
Battery Replacement,Maruti Suzuki,Baleno,2009,SUNDAY,47
Transmission Service,Ford,Figo,2013,FRIDAY,156
AC Repair,Mahindra,Bolero,2008,SUNDAY,86
Battery Replacement,Ford,Figo,2011,THURSDAY,35
Diagnostics,Hyundai,i20,2016,SATURDAY,67
Engine Service,Honda,Elevate,2018,FRIDAY,116
Engine Service,Maruti Suzuki,Brezza,2015,THURSDAY,94
AC Repair,Tata,Nexon,2008,SATURDAY,104
Battery Replacement,Ford,Figo,2013,MONDAY,40
Brake Service,Toyota,Innova,2024,TUESDAY,56
Engine Service,Kia,Sonet,2015,MONDAY,86
Diagnostics,Maruti Suzuki,Brezza,2022,WEDNESDAY,60
General Inspection,Ford,EcoSport,2011,THURSDAY,43
Oil Change,Maruti Suzuki,Ertiga,2024,FRIDAY,34
Tire Replacement,Ford,Figo,2019,SUNDAY,57
Diagnostics,Mahindra,Bolero,2023,SATURDAY,67
Brake Service,Ford,EcoSport,2011,SUNDAY,78
Brake Service,Toyota,Fortuner,2024,WEDNESDAY,61
General Inspection,Hyundai,Creta,2023,TUESDAY,44
AC Repair,Maruti Suzuki,Ertiga,2014,TUESDAY,70
General Inspection,Kia,Seltos,2022,SUNDAY,47
General Inspection,Kia,Seltos,2026,MONDAY,34
Diagnostics,Ford,EcoSport,2023,MONDAY,55
AC Repair,Ford,EcoSport,2026,TUESDAY,70
Battery Replacement,Maruti Suzuki,Brezza,2018,FRIDAY,43
Transmission Service,Honda,Amaze,2020,WEDNESDAY,120
Wheel Alignment,Ford,EcoSport,2012,THURSDAY,50
Engine Service,Toyota,Fortuner,2025,SUNDAY,89
Brake Service,Honda,City,2014,FRIDAY,70
Battery Replacement,Tata,Harrier,2011,SUNDAY,40
Brake Service,Ford,Figo,2025,WEDNESDAY,65
Oil Change,Maruti Suzuki,Swift,2020,TUESDAY,30
Oil Change,Hyundai,Creta,2016,SUNDAY,39
Wheel Alignment,Tata,Nexon,2017,TUESDAY,41
Engine Service,Hyundai,Venue,2022,MONDAY,84
Engine Service,Honda,Elevate,2025,THURSDAY,82
Tire Replacement,Toyota,Fortuner,2009,THURSDAY,45
Brake Service,Hyundai,i20,2016,TUESDAY,77
Transmission Service,Ford,EcoSport,2019,SUNDAY,126
Tire Replacement,Honda,Amaze,2022,TUESDAY,43
General Inspection,Tata,Altroz,2024,MONDAY,38
Engine Service,Toyota,Innova,2013,FRIDAY,116
Wheel Alignment,Hyundai,Venue,2022,SATURDAY,62
Brake Service,Hyundai,Venue,2023,SUNDAY,68
Transmission Service,Mahindra,XUV700,2018,FRIDAY,140
General Inspection,Tata,Punch,2025,FRIDAY,45
AC Repair,Maruti Suzuki,Ertiga,2015,TUESDAY,76
Wheel Alignment,Honda,Elevate,2024,THURSDAY,47
Engine Service,Hyundai,i20,2019,THURSDAY,98
Transmission Service,Honda,City,2018,THURSDAY,149
General Inspection,Kia,Sonet,2025,SATURDAY,45
Brake Service,Ford,Figo,2009,WEDNESDAY,84
Tire Replacement,Mahindra,Bolero,2010,MONDAY,59
Engine Service,Hyundai,i20,2014,SATURDAY,138
Tire Replacement,Kia,Seltos,2014,FRIDAY,58
AC Repair,Maruti Suzuki,Baleno,2008,THURSDAY,70
Brake Service,Hyundai,i20,2010,MONDAY,73
General Inspection,Honda,Amaze,2021,THURSDAY,45
Diagnostics,Kia,Sonet,2018,MONDAY,58
Oil Change,Maruti Suzuki,Swift,2010,WEDNESDAY,36
Engine Service,Maruti Suzuki,Ertiga,2017,FRIDAY,118
Diagnostics,Kia,Sonet,2008,THURSDAY,70
Battery Replacement,Honda,City,2020,SUNDAY,43
Battery Replacement,Toyota,Fortuner,2019,MONDAY,34
Engine Service,Tata,Nexon,2009,MONDAY,98
Engine Service,Maruti Suzuki,Ertiga,2014,SATURDAY,114
Brake Service,Honda,Amaze,2024,TUESDAY,64
Wheel Alignment,Honda,City,2013,SATURDAY,69
Transmission Service,Hyundai,Verna,2025,MONDAY,120
General Inspection,Honda,Elevate,2026,THURSDAY,41
Brake Service,Mahindra,XUV700,2015,MONDAY,67
Tire Replacement,Mahindra,Scorpio,2022,WEDNESDAY,49
Transmission Service,Toyota,Fortuner,2026,TUESDAY,110
Brake Service,Kia,Seltos,2008,WEDNESDAY,69
Tire Replacement,Honda,Elevate,2021,WEDNESDAY,49
Brake Service,Ford,Figo,2022,WEDNESDAY,60
Wheel Alignment,Ford,EcoSport,2013,SATURDAY,59
Battery Replacement,Honda,Amaze,2010,SATURDAY,43
General Inspection,Hyundai,i20,2026,FRIDAY,38
Oil Change,Toyota,Fortuner,2025,THURSDAY,33
Battery Replacement,Mahindra,Scorpio,2015,SUNDAY,38
Battery Replacement,Ford,EcoSport,2020,WEDNESDAY,34
Engine Service,Hyundai,Creta,2013,SUNDAY,105
Battery Replacement,Tata,Punch,2019,MONDAY,38
Tire Replacement,Ford,EcoSport,2010,WEDNESDAY,52
Tire Replacement,Mahindra,Scorpio,2023,THURSDAY,48
Oil Change,Hyundai,Venue,2011,SATURDAY,45
Wheel Alignment,Toyota,Fortuner,2025,FRIDAY,52
Battery Replacement,Kia,Sonet,2019,FRIDAY,36
Engine Service,Toyota,Glanza,2015,FRIDAY,93
AC Repair,Mahindra,Scorpio,2023,SUNDAY,70
Engine Service,Tata,Punch,2013,TUESDAY,105
General Inspection,Toyota,Innova,2012,TUESDAY,50
General Inspection,Honda,Amaze,2018,SATURDAY,55
General Inspection,Ford,Figo,2023,TUESDAY,37
AC Repair,Hyundai,Creta,2009,TUESDAY,77
Transmission Service,Tata,Altroz,2024,MONDAY,128
Battery Replacement,Toyota,Innova,2024,THURSDAY,35
Transmission Service,Hyundai,Venue,2010,TUESDAY,106
Diagnostics,Tata,Altroz,2021,FRIDAY,67
Battery Replacement,Tata,Harrier,2013,SATURDAY,43
Transmission Service,Maruti Suzuki,Baleno,2020,THURSDAY,104
Battery Replacement,Maruti Suzuki,Swift,2014,FRIDAY,45
AC Repair,Tata,Nexon,2013,THURSDAY,75
Transmission Service,Hyundai,i20,2010,THURSDAY,128
Engine Service,Hyundai,Verna,2024,THURSDAY,76
Brake Service,Hyundai,Verna,2015,SUNDAY,65
Brake Service,Maruti Suzuki,Brezza,2012,WEDNESDAY,71
Diagnostics,Honda,City,2017,FRIDAY,68
Tire Replacement,Hyundai,i20,2026,FRIDAY,44
General Inspection,Hyundai,Verna,2014,SATURDAY,54
General Inspection,Tata,Punch,2026,WEDNESDAY,36
Wheel Alignment,Kia,Sonet,2016,SATURDAY,62
Engine Service,Ford,EcoSport,2019,FRIDAY,106
Engine Service,Ford,Figo,2017,FRIDAY,97
Battery Replacement,Maruti Suzuki,Baleno,2022,SUNDAY,45
Battery Replacement,Maruti Suzuki,Baleno,2024,THURSDAY,37
Transmission Service,Hyundai,Creta,2020,SATURDAY,127
Oil Change,Maruti Suzuki,Baleno,2023,FRIDAY,32
Tire Replacement,Mahindra,XUV700,2009,SATURDAY,62
AC Repair,Kia,Sonet,2009,SUNDAY,95
Diagnostics,Hyundai,Creta,2024,WEDNESDAY,49
Tire Replacement,Hyundai,Creta,2013,SATURDAY,63
Oil Change,Tata,Nexon,2016,SUNDAY,37
AC Repair,Mahindra,Bolero,2020,THURSDAY,68
General Inspection,Maruti Suzuki,Ertiga,2025,FRIDAY,40
Brake Service,Mahindra,Scorpio,2015,FRIDAY,78
AC Repair,Hyundai,Venue,2013,THURSDAY,79
Engine Service,Maruti Suzuki,Swift,2024,WEDNESDAY,90
Engine Service,Toyota,Fortuner,2026,WEDNESDAY,94
Diagnostics,Kia,Sonet,2015,SUNDAY,63
Diagnostics,Hyundai,Verna,2011,WEDNESDAY,73
General Inspection,Kia,Seltos,2015,SUNDAY,46
Engine Service,Hyundai,Venue,2015,WEDNESDAY,122
General Inspection,Kia,Sonet,2010,FRIDAY,54
Brake Service,Honda,Elevate,2016,TUESDAY,64
Tire Replacement,Ford,EcoSport,2015,SATURDAY,59
Tire Replacement,Honda,City,2019,TUESDAY,52
General Inspection,Maruti Suzuki,Swift,2023,FRIDAY,51
Oil Change,Ford,Figo,2018,THURSDAY,33
Transmission Service,Toyota,Glanza,2013,SUNDAY,161
Tire Replacement,Tata,Nexon,2024,SUNDAY,49
AC Repair,Ford,EcoSport,2024,WEDNESDAY,63
Battery Replacement,Ford,EcoSport,2024,THURSDAY,39
Brake Service,Hyundai,i20,2014,THURSDAY,64
Transmission Service,Toyota,Innova,2025,WEDNESDAY,116
Tire Replacement,Toyota,Glanza,2018,WEDNESDAY,51
AC Repair,Mahindra,Scorpio,2020,WEDNESDAY,82
Diagnostics,Tata,Altroz,2026,SATURDAY,64
Wheel Alignment,Honda,Elevate,2021,SUNDAY,61
AC Repair,Honda,City,2012,THURSDAY,83
Diagnostics,Tata,Harrier,2023,WEDNESDAY,54
Wheel Alignment,Hyundai,Verna,2011,SATURDAY,70
Wheel Alignment,Ford,EcoSport,2022,SATURDAY,63
Brake Service,Toyota,Glanza,2019,FRIDAY,58
Brake Service,Hyundai,Verna,2011,WEDNESDAY,67
Transmission Service,Honda,Elevate,2026,SATURDAY,134
Wheel Alignment,Mahindra,Scorpio,2024,THURSDAY,49
Diagnostics,Maruti Suzuki,Brezza,2017,THURSDAY,59
Battery Replacement,Mahindra,Scorpio,2026,THURSDAY,34
General Inspection,Maruti Suzuki,Baleno,2018,TUESDAY,42
Wheel Alignment,Kia,Sonet,2022,SUNDAY,64
Brake Service,Ford,Figo,2013,TUESDAY,71
Tire Replacement,Toyota,Fortuner,2010,TUESDAY,51
Battery Replacement,Kia,Seltos,2011,MONDAY,45
Oil Change,Hyundai,Verna,2024,SUNDAY,32
General Inspection,Maruti Suzuki,Ertiga,2012,MONDAY,42
Wheel Alignment,Honda,City,2017,THURSDAY,47
Battery Replacement,Tata,Altroz,2008,MONDAY,38
Brake Service,Ford,Figo,2025,WEDNESDAY,51
Engine Service,Ford,EcoSport,2025,TUESDAY,83
Transmission Service,Kia,Sonet,2019,THURSDAY,123
Engine Service,Honda,City,2022,WEDNESDAY,90
Wheel Alignment,Hyundai,i20,2024,SUNDAY,59
Battery Replacement,Mahindra,Scorpio,2023,FRIDAY,46
Diagnostics,Toyota,Innova,2021,SUNDAY,65
Wheel Alignment,Honda,City,2025,WEDNESDAY,54
AC Repair,Kia,Seltos,2013,SATURDAY,106
AC Repair,Kia,Seltos,2016,MONDAY,74
Transmission Service,Toyota,Glanza,2025,SUNDAY,138
Wheel Alignment,Kia,Seltos,2010,TUESDAY,61
Diagnostics,Ford,Figo,2023,TUESDAY,59
Brake Service,Hyundai,Creta,2009,FRIDAY,90
Wheel Alignment,Toyota,Innova,2022,SATURDAY,62
Oil Change,Honda,City,2012,MONDAY,32
Wheel Alignment,Ford,Figo,2022,SATURDAY,60
Oil Change,Mahindra,XUV700,2012,MONDAY,35
Engine Service,Ford,EcoSport,2014,SUNDAY,122
Wheel Alignment,Kia,Seltos,2011,SUNDAY,64
Diagnostics,Honda,Elevate,2009,TUESDAY,60
Diagnostics,Maruti Suzuki,Baleno,2023,THURSDAY,55
Brake Service,Tata,Nexon,2025,FRIDAY,59
General Inspection,Toyota,Glanza,2017,TUESDAY,43
Tire Replacement,Maruti Suzuki,Baleno,2021,WEDNESDAY,49
Oil Change,Tata,Harrier,2026,MONDAY,28
Oil Change,Ford,EcoSport,2019,SUNDAY,37
General Inspection,Honda,City,2023,MONDAY,40
Oil Change,Hyundai,Venue,2012,SATURDAY,38
Engine Service,Maruti Suzuki,Baleno,2023,TUESDAY,89
Brake Service,Ford,EcoSport,2008,SATURDAY,88
AC Repair,Mahindra,Bolero,2012,WEDNESDAY,88
Diagnostics,Toyota,Fortuner,2023,TUESDAY,53
Transmission Service,Tata,Harrier,2018,SATURDAY,128
Transmission Service,Tata,Nexon,2024,TUESDAY,128
Diagnostics,Toyota,Glanza,2025,WEDNESDAY,47
Engine Service,Kia,Seltos,2008,FRIDAY,116
Brake Service,Honda,Amaze,2010,SATURDAY,92
Tire Replacement,Ford,EcoSport,2017,WEDNESDAY,48
AC Repair,Mahindra,XUV700,2011,FRIDAY,86
Battery Replacement,Tata,Nexon,2014,MONDAY,39
Diagnostics,Honda,City,2009,FRIDAY,65
Diagnostics,Toyota,Innova,2019,TUESDAY,55
Transmission Service,Maruti Suzuki,Swift,2014,SATURDAY,133
General Inspection,Ford,EcoSport,2019,FRIDAY,46
AC Repair,Mahindra,Bolero,2009,SUNDAY,84
General Inspection,Toyota,Innova,2014,FRIDAY,45
General Inspection,Maruti Suzuki,Baleno,2025,THURSDAY,42
Tire Replacement,Tata,Punch,2011,SUNDAY,64
Transmission Service,Mahindra,Bolero,2022,SATURDAY,132
Battery Replacement,Tata,Punch,2024,WEDNESDAY,30
Battery Replacement,Ford,Figo,2018,FRIDAY,43
Brake Service,Kia,Sonet,2018,FRIDAY,69
Tire Replacement,Honda,Amaze,2025,SATURDAY,52
Diagnostics,Kia,Seltos,2009,WEDNESDAY,79
Transmission Service,Hyundai,Creta,2017,MONDAY,130
Brake Service,Hyundai,Venue,2025,FRIDAY,68
Engine Service,Tata,Nexon,2009,THURSDAY,103
Brake Service,Honda,City,2016,SUNDAY,76
Wheel Alignment,Maruti Suzuki,Brezza,2026,TUESDAY,49
Diagnostics,Tata,Punch,2026,SUNDAY,52
General Inspection,Toyota,Innova,2026,THURSDAY,41
Brake Service,Mahindra,Scorpio,2021,SUNDAY,71
General Inspection,Honda,Elevate,2008,SATURDAY,55
Wheel Alignment,Hyundai,Venue,2025,FRIDAY,48
Battery Replacement,Mahindra,Bolero,2015,TUESDAY,45
AC Repair,Ford,EcoSport,2015,THURSDAY,83
Wheel Alignment,Kia,Seltos,2012,WEDNESDAY,64
Oil Change,Kia,Sonet,2010,THURSDAY,37
Engine Service,Kia,Seltos,2012,THURSDAY,95
Transmission Service,Honda,Elevate,2024,TUESDAY,118
Tire Replacement,Maruti Suzuki,Ertiga,2021,WEDNESDAY,45
General Inspection,Kia,Sonet,2019,WEDNESDAY,39
Tire Replacement,Mahindra,Scorpio,2008,SUNDAY,54
Transmission Service,Ford,EcoSport,2022,MONDAY,159
Tire Replacement,Honda,Elevate,2019,TUESDAY,49
General Inspection,Hyundai,Creta,2012,SUNDAY,44
Wheel Alignment,Hyundai,Venue,2011,WEDNESDAY,58
Tire Replacement,Honda,City,2025,FRIDAY,48
Wheel Alignment,Ford,EcoSport,2008,THURSDAY,53
Oil Change,Toyota,Innova,2009,WEDNESDAY,33
Tire Replacement,Toyota,Innova,2022,SATURDAY,56
Wheel Alignment,Mahindra,XUV700,2008,WEDNESDAY,58
AC Repair,Honda,Amaze,2024,SATURDAY,87
Transmission Service,Maruti Suzuki,Baleno,2014,FRIDAY,150
Diagnostics,Hyundai,i20,2015,FRIDAY,63
Battery Replacement,Hyundai,Venue,2019,WEDNESDAY,42
Wheel Alignment,Honda,Elevate,2016,SUNDAY,65
AC Repair,Hyundai,Venue,2015,TUESDAY,81
Brake Service,Kia,Seltos,2010,SATURDAY,70
Transmission Service,Honda,Amaze,2015,FRIDAY,163
Battery Replacement,Kia,Sonet,2018,THURSDAY,36
Battery Replacement,Honda,City,2017,SATURDAY,44
Engine Service,Tata,Punch,2012,SATURDAY,139
Brake Service,Maruti Suzuki,Swift,2013,WEDNESDAY,64
Battery Replacement,Hyundai,Venue,2021,THURSDAY,35
Wheel Alignment,Tata,Altroz,2011,TUESDAY,67
Battery Replacement,Hyundai,Venue,2026,FRIDAY,37
Oil Change,Mahindra,XUV700,2023,TUESDAY,33
Engine Service,Ford,Figo,2013,SUNDAY,107
Battery Replacement,Honda,City,2009,THURSDAY,44
Oil Change,Toyota,Glanza,2015,SATURDAY,38
Tire Replacement,Maruti Suzuki,Baleno,2022,SUNDAY,49
Transmission Service,Ford,Figo,2022,TUESDAY,107
Transmission Service,Kia,Sonet,2020,FRIDAY,144
Transmission Service,Hyundai,i20,2022,THURSDAY,127
Tire Replacement,Kia,Seltos,2025,THURSDAY,44
Engine Service,Hyundai,Creta,2017,THURSDAY,94
